"PolicyName","Type","PolicyAction","ApplicationName","ApplicationType","TotalWeight"
"RUN_APP_USDA-Shopfloor-Bundle_c","Advanced Windows","Elevate","n8CPS.exe","EXE","22,5"
"BLOCK_APPS_AllFrom%userprofile%\Downloads","Advanced Windows","Block","022da8f1-7ad9-4a7f-8605-994f7ea15a65","MSI","15"
"BLOCK_APPS_AllFrom%userprofile%\Downloads","Advanced Windows","Block","91582a41-c7cc-493e-8356-aae65acd93f4","Script","15"
"BLOCK_APPS_AllFrom%userprofile%\Downloads","Advanced Windows","Block","583ea2ea-cf72-459c-84ed-e787e523ab70","DLL","15"
"BLOCK_APPS_AllFrom%userprofile%\Downloads","Advanced Windows","Block","8f5407ff-cb65-4cf7-918b-b5ab53f7b6a9","MSU","15"
"BLOCK_APPS_AllFrom%userprofile%\Downloads","Advanced Windows","Block","d594f5b2-e151-4628-b0c7-af0a5daa99bf","EXE","15"
"RAS_APP_FL2000_N","Advanced Windows","Elevate if necessary","FL2000.exe","EXE","165"
"RAS_APP_FL2000_N","Advanced Windows","Elevate if necessary","FL2000.exe","EXE","165"
"RAS_APP_FL2000_N","Advanced Windows","Elevate if necessary","FL2000.exe","EXE","75"
"RUN_INS_esvl-svmfile01\group$\Software","Advanced Windows","Elevate","6efcc305-0031-49f5-8ec3-1706b9fa4819","EXE","7,5"
"RUN_INS_esvl-svmfile01\group$\Software","Advanced Windows","Elevate","9a457b79-0779-4bbf-a107-d1ee61b34c83","MSI","15"
"RUN_APP_Report21A_c","Advanced Windows","Elevate","Report21A.exe","EXE","22,5"
"RUN_APP_Report21A_c","Advanced Windows","Elevate","Report23A.exe","EXE","22,5"
"RUN_INS_\\itc.global.mahle\User\M0077450\99_installations","Advanced Windows","Elevate","2e0d7d40-a349-4de9-9e9b-7a03c26fdc73","EXE","7,5"
"RUN_INS_\\itc.global.mahle\User\M0077450\99_installations","Advanced Windows","Elevate","b540f077-febe-478e-9949-3b3e57806c7a","MSI","15"
"New Policy TEST Policy","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_INS_\\uslpfilesrv01\applications\bu3\Software Installation","Advanced Windows","Elevate","ae49d110-b501-4cb7-b637-1e6206f88701","EXE","7,5"
"RUN_INS_\\uslpfilesrv01\applications\bu3\Software Installation","Advanced Windows","Elevate","874b8b55-3f7d-4894-85a0-80badc494f77","MSI","15"
"RUN_INS_\\itc.global.mahle\group\MessraumBDE1-WQM","Advanced Windows","Elevate","e20fd893-2f3a-4ee6-83f3-b1cae6abf3c6","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\MessraumBDE1-WQM","Advanced Windows","Elevate","f71cc5e3-b0e3-423e-96c5-99b959736916","MSI","15"
"RUN_INS_itpr-app02\EPMTrusted","Advanced Windows","Elevate","8dc9c0da-943e-4a2f-9339-0a44c2c4c18e","MSI","15"
"RUN_INS_itpr-app02\EPMTrusted","Advanced Windows","Elevate","8ceb63c6-c142-4aa4-8bce-0a2929d8272f","EXE","7,5"
"RUN_INS_itpr-app02\EPMTrusted","Advanced Windows","Elevate","96a7997f-dba5-41ca-a61c-f8c0651720c8","EXE","7,5"
"RUN_INS_itpr-app02\EPMTrusted","Advanced Windows","Elevate","1b9bf568-a935-46c9-a7ad-284391ae03b3","MSI","15"
"RUN_APP_BandiCam_N","Advanced Windows","Elevate","bdcam.exe","EXE","67,5"
"RUN_APP_ipestudio_N","Advanced Windows","Elevate","ipestudio.exe","EXE","55"
"RUN_APP_ipestudio_N","Advanced Windows","Elevate","ipdlicmgr.exe","EXE","135"
"RUN_INS_\\esvl-svmfile01\group$\OPEX\SW OPEX","Advanced Windows","Elevate","b385bbaf-5c5f-4cca-94df-6f528ef47249","EXE","7,5"
"RUN_INS_\\esvl-svmfile01\group$\OPEX\SW OPEX","Advanced Windows","Elevate","0f152bee-047c-4958-ae69-08581aaeac9c","MSI","15"
"RAS_APP_Odbcad32_N","Advanced Windows","Elevate if necessary","odbcad32.exe","EXE","105"
"RAS_APP_Odbcad32_N","Advanced Windows","Elevate if necessary","odbcad32.exe","EXE","85"
"RUN_APP_BDS_N","Advanced Windows","Elevate","bds.exe","EXE","27,5"
"RUN_APP_BDS_N","Advanced Windows","Elevate","bds.exe","EXE","60"
"RUN_INS_G:\...Luiz\Externe Software","Advanced Windows","Elevate","e8737b87-5909-4209-a939-080c1614f0e8","EXE","7,5"
"RUN_INS_G:\...Luiz\Externe Software","Advanced Windows","Elevate","3d47ef1a-3cab-49c1-bb29-dfac7c72003e","MSI","15"
"RAS_APP_SeeConfig_N","Advanced Windows","Elevate if necessary","SEEConfig.exe","EXE","105"
"BLOCK_CMD_TestJurij/Aleksandra","Advanced Windows","Block","cmd.exe","EXE","40"
"RUN_APP_ SmartBear TestComplete 11_C","Advanced Windows","Elevate","TestComplete.exe","EXE","15"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","CyberMetrics Corporation","EXE","15"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","StartAccess_2003.exe","EXE","15"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","gt.exe","EXE","62,5"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","MSACCESS.EXE","EXE","32,5"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","StartAccess3_2013.exe","EXE","32,5"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","startaccesspermissions.exe","EXE","30"
"RUN_APP_GAGEtrack_C","Advanced Windows","Elevate","CyberMetrics Corporation","MSI","30"
"RAS_APP_LJ Series Activation-Software_N","Advanced Windows","Elevate if necessary","LJ Series Activation-Software.exe","EXE","105"
"RUN_APP_EasyMP Network ProjectionV2_C","Advanced Windows","Elevate","EMP_NCS.exe","EXE","15"
"RAS_APP_BOOTP/DHCPServer_N","Advanced Windows","Elevate if necessary","bootp-dhcp-tool.exe","EXE","135"
"RUN_APP_eGovClient_N (1)","Advanced Windows","Elevate","eGovClient.exe","EXE","45"
"RUN_APP_invoice_print_N","Advanced Windows","Elevate","金融票据打印系统.exe","EXE","45"
"RUN_APP_skfpShell_N","Advanced Windows","Elevate","skfpShell.exe","EXE","45"
"RUN_APP_skfpShell_N","Advanced Windows","Elevate","skfp.exe","EXE","45"
"RUN_APP_skfpShell_N","Advanced Windows","Elevate","splwow64.exe","EXE","45"
"RUN_APP_NimoScanWindow_N","Advanced Windows","Elevate","NimoScanWindow.exe","EXE","45"
"RAS_APP_MonitorClient_N","Advanced Windows","Elevate if necessary","MonitorClient.exe","EXE","105"
"RUN_INS_esmp-svmfile01\group$\SW_Indus_VLC","Advanced Windows","Elevate","2b90b41a-a396-4986-94fc-6681445ccc10","EXE","7,5"
"RUN_INS_esmp-svmfile01\group$\SW_Indus_VLC","Advanced Windows","Elevate","2e8e665b-d05c-4334-a55e-583998db1568","MSI","15"
"RUN_INS_esmp-svmfile01\group$\SW_Indus_VLC","Advanced Windows","Elevate","b6a117ec-c2e2-4f25-9315-0568ffe395ce","MSU","15"
"RAS_APP_SKALMEX_C","Advanced Windows","Elevate if necessary","KDZmienUstawieniaCzytnika.exe","EXE","22,5"
"RUN_INS_CRRET_450_Messtechnik","Advanced Windows","Elevate","d2e5b31e-e140-4c22-8b3c-9ae2129aebd8","EXE","7,5"
"RUN_INS_CRRET_450_Messtechnik","Advanced Windows","Elevate","c72a9919-e8cf-4bec-b7a9-c45e2bcf7ae4","MSI","15"
"RUN_INS_CRRET_450_Messtechnik","Advanced Windows","Elevate","e6bcdbd2-0ce3-465c-aa04-b25f3069b14e","EXE","7,5"
"RUN_INS_CRRET_450_Messtechnik","Advanced Windows","Elevate","d62c62d4-ad69-48f8-a548-3c563121016d","MSI","15"
"RUN_APP_SequentialEditor_C","Advanced Windows","Elevate","sequentiel.exe","EXE","42,5"
"RAS_APP_Powershell_C","Advanced Windows","Elevate if necessary","powershell.exe","EXE","67,5"
"RUN_APP_RoboCrib_N","Advanced Windows","Elevate","robocrib.exe","EXE","47,5"
"RUN_APP_NVH_Calibration_System_C","Advanced Windows","Elevate","NVH_Calibration_System.exe","EXE","22,5"
"RUN_APP_NVH_Calibration_System_C","Advanced Windows","Elevate","nvh_calibration_system.exe","EXE","37,5"
"RAS_OS_Services","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"RUN_INS_atsm-userapps\cyarc","Advanced Windows","Elevate","a38dd6ee-7228-484e-93ae-0108c6e49019","EXE","7,5"
"RUN_INS_atsm-userapps\cyarc","Advanced Windows","Elevate","1a3fe7c2-929d-4609-85b7-c1ea0b1f3651","MSI","15"
"RUN_APP_Regedit","Advanced Windows","Elevate","regedit.exe","EXE","135"
"RAS_APP_NIPackageManager_C","Advanced Windows","Elevate if necessary","NIPackageManager.exe","EXE","52,5"
"RAS_APP_NIPackageManager_C","Advanced Windows","Elevate if necessary","packagemanager.addinsinstaller.exe","EXE","95"
"RUN_APP_\Peakboard.Designer_C","Advanced Windows","Elevate","Peakboard.Designer.exe","EXE","22,5"
"RUN_APP_POWERBI_N","Advanced Windows","Elevate if necessary","pbidesktopsetup_x64.exe","EXE","85"
"RUN_APP_POWERBI_N","Advanced Windows","Elevate if necessary","pbidesktopsetup_x64.exe","EXE","85"
"Test_Decrypt.bat","Advanced Windows","Elevate","Decrypt.bat","Script","60"
"RUN_APP_GANSSDriverg_N-to be deleted","Advanced Windows","Elevate","DeviceDriver.exe","EXE","45"
"RUN_INS_at\userapps\cyark","Advanced Windows","Elevate","ad184fa3-2677-4c19-bb0d-457956fdd884","MSI","15"
"RUN_INS_at\userapps\cyark","Advanced Windows","Elevate","5526ca9d-5939-4fd0-9caa-0547034799c4","MSU","15"
"RUN_INS_at\userapps\cyark","Advanced Windows","Elevate","327b061c-1360-47fc-9144-ddf07ec1504e","EXE","7,5"
"RAS_OS_TaskScheduler","Advanced Windows","Elevate if necessary","mmc.exe","EXE","155"
"RUN_APP_ActiveX_AISIN","Advanced Windows","Elevate","8ded3dae-d9e3-4329-a674-3a8cfbc009a9","ActiveX","0"
"RUN_APP_ActiveX_AISIN","Advanced Windows","Elevate","de6761a2-8323-4308-bac0-5803bf4f6319","ActiveX","0"
"RUN_APP_ActiveX_AISIN","Advanced Windows","Elevate","5c791647-b990-4f8f-ba94-a87658e66fd2","ActiveX","0"
"RUN_INS_PulseSecureClient_C","Advanced Windows","Elevate","1c0111b8-9e4a-44e7-af56-d6dd97ef2632","ActiveX","10"
"RUN_INS_PulseSecureClient_C","Advanced Windows","Elevate","pssetupclientinstaller.exe","EXE","105"
"RUN_INS_PulseSecureClient_C","Advanced Windows","Elevate","pulsesetupclient.exe","EXE","52,5"
"RUN_INS_PulseSecureClient_C","Advanced Windows","Elevate","dc2039db-c2d1-4f6c-9fc7-fe6abe86bc7a","ActiveX","0"
"RUN_INS_PulseSecureClient_C","Advanced Windows","Elevate","pulseapplicationlauncher.exe","EXE","85"
"RUN_INS_PulseSecureClient_C","Advanced Windows","Elevate","10513131-289a-4d11-b22f-581ba7579f5d","ActiveX","0"
"RUN_APP_Silmulator_N","Advanced Windows","Elevate","simulator.exe","EXE","55"
"RUN_APP_Silmulator_N","Advanced Windows","Elevate","Simulator.exe","EXE","45"
"RUN_APP_Silmulator_N","Advanced Windows","Elevate","Simulator.exe","EXE","45"
"RUN_APP_Silmulator_N","Advanced Windows","Elevate","Simulator2.exe","EXE","45"
"RUN_APP_Silmulator_N","Advanced Windows","Elevate","Simulator.exe","EXE","30"
"RUN_APP_Silmulator_N","Advanced Windows","Elevate","Simulator2.exe","EXE","30"
"RUN_app_website_JP","Advanced Windows","Elevate","a32b30eb-6de1-4d1d-bf18-090aa399c3d2","ActiveX","0"
"RAS_APP_ATFUpdate_N","Advanced Windows","Elevate if necessary","atfupdate.exe","EXE","45"
"RWB_DMTSOA_N","Advanced Windows","Elevate","江西金格科技股份有限公司","ActiveX","40"
"RWB_DMTSOA_N","Advanced Windows","Elevate","iWebOffice2003.ocx","EXE","22,5"
"RWB_DMTSOA_N","Advanced Windows","Elevate","iWebOffice2003.ocx","COM","45"
"RUN_OS_PowerOptions","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_INS_dest-vfc01\werk\tmp\macks","Advanced Windows","Elevate","97ac808f-aba0-4abf-8033-215077a37bed","EXE","7,5"
"RUN_INS_dest-vfc01\werk\tmp\macks","Advanced Windows","Elevate","5faa7deb-876d-46f3-951c-c9ce7b84172f","MSI","15"
"RAS_APP_lmtools_N","Advanced Windows","Elevate if necessary","lmtools.exe","EXE","105"
"RAS_APP_lmtools_N","Advanced Windows","Elevate if necessary","lmtools.exe","EXE","105"
"RAS_APP_lmtools_N","Advanced Windows","Elevate if necessary","lmtools.exe","EXE","125"
"RAS_APP_lmtools_N","Advanced Windows","Elevate if necessary","lmtools.exe","EXE","125"
"RUN_APP_SPAnlage_C","Advanced Windows","Elevate","SPAnlage.exe","EXE","22,5"
"RUN_APP_DTS_N","Advanced Windows","Elevate","emu4sw1.exe","EXE","105"
"RAS_APP_Nexus_N","Advanced Windows","Elevate if necessary","nexus.exe","EXE","195"
"RUN_APP_CPPlus_N","Advanced Windows","Elevate","CPPlus.exe","EXE","22,5"
"RUN_APP_ FTView HMI Conversion Tool_N","Advanced Windows","Elevate","LegacyTagDBConvertTool.exe","EXE","15"
"RUN_APP_ FTView HMI Conversion Tool_N","Advanced Windows","Elevate","legacytagdbconverttool.exe","EXE","135"
"RUN_APPS_VStudio_C","Advanced Windows","Elevate","vs_installer.exe","EXE","52,5"
"RUN_APPS_VStudio_C","Advanced Windows","Elevate","devenv.exe","EXE","30"
"RUN_APPS_VStudio_C","Advanced Windows","Elevate","setup.exe","EXE","22,5"
"RUN_APPS_VStudio_C","Advanced Windows","Elevate","devenv.exe","EXE","22,5"
"RUN_APP_U90Ladder_N","Advanced Windows","Elevate","u90ladder.exe","EXE","105"
"RUN_APP_PelicanFloppyTools_N","Advanced Windows","Elevate","floppytoolssetup.msi","EXE","65"
"RUN_APP_PelicanFloppyTools_N","Advanced Windows","Elevate","pelican floppy tools.exe","EXE","120"
"RUN_APP_Atlas Copco Tools AB_C","Advanced Windows","Elevate","actcli.exe","EXE","52,5"
"RUN_APP_Everything_N","Advanced Windows","Elevate","Everything.exe","EXE","45"
"RUN_APP_Everything_N","Advanced Windows","Elevate","everything.exe","EXE","45"
"RUN_APP_RSLinx_C","Advanced Windows","Elevate","rslinxcp.exe","EXE","67,5"
"RUN_APP_RSLinx_C","Advanced Windows","Elevate","backup.exe","EXE","67,5"
"RUN_APP_RSLinx_C","Advanced Windows","Elevate","RSLINX.EXE","EXE","62,5"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","E3Admin.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","E3Run.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","E3Server.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","E3Tweak.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","IOServer.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","Studio.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","Viewer.exe","EXE","30"
"RUN_APP_ETEL_C","Advanced Windows","Elevate","Camara_Climatica.dom","EXE","30"
"RAS_APP_AvevaCEServer_N","Advanced Windows","Elevate if necessary","CEServer.exe","EXE","105"
"RAS_APP_SIMATICManager_N","Advanced Windows","Elevate if necessary","s7tgtopx.exe","EXE","135"
"RUN_APP_Bartender_C","Advanced Windows","Elevate","BarTend.exe","EXE","15"
"RUN_INS_Honda Ice Station","Advanced Windows","Elevate","254b3328-721c-4532-9a09-f914107d02f3","EXE","7,5"
"RUN_INS_Honda Ice Station","Advanced Windows","Elevate","f338b655-3ca0-4e70-82fc-ce4cd6a508ea","MSI","15"
"RAS_APP_Paxit_C","Advanced Windows","Elevate if necessary","view32.exe","EXE","67,5"
"RUN_APP_Calibration Tool","Advanced Windows","Elevate","tabcal.exe","EXE","82,5"
"RUN_APP_Calibration Tool","Advanced Windows","Elevate","multidigimon.exe","EXE","155"
"RUN_APP_PC-DMIS_C","Advanced Windows","Elevate","HexagonLauncher.exe","EXE","25"
"RUN_APP_PC-DMIS_C","Advanced Windows","Elevate","SettingsEditor.exe","EXE","32,5"
"RUN_APP_SAVI_Manager_C","Advanced Windows","Elevate","SAVI_Manager.exe","EXE","15"
"RUN_APP_SAVI_Manager_C","Advanced Windows","Elevate","adb.exe","EXE","15"
"RUN_APP_360AP_N","Advanced Windows","Elevate","360ap.exe","EXE","57,5"
"RUN_APP_ACXManager_N","Advanced Windows","Elevate","ACXManager.exe","EXE","45"
"RUN_APP_ACXManager_N","Advanced Windows","Elevate","ATXManager.exe","EXE","45"
"RUN_APP_MoriServer_N","Advanced Windows","Elevate","mori-server.exe","EXE","95"
"RAS_APP_ManagementConsole_N","Advanced Windows","Elevate if necessary","ManagementConsole.exe","EXE","45"
"RUN_APP_FLUKE_Viewer_C","Advanced Windows","Elevate","Fluke810.exe","EXE","52,5"
"RAS_APP_adobearmhelper_N","Advanced Windows","Elevate if necessary","adobearmhelper.exe","EXE","155"
"RUN_APP_TEC_Label","Advanced Windows","Elevate","menu.bat","EXE","30"
"RUN_APP_Roll1_N","Advanced Windows","Elevate","Roll1.exe","EXE","135"
"RUN_APP_Tortoise","Advanced Windows","Elevate","tortoisesvn-1.14.9.29743-x64-svn-1.14.5.msi","MSI","85"
"RAS_APP_Topaq_N","Advanced Windows","Elevate if necessary","spi.ia.app.exe","EXE","75"
"RUN_APP_VCI_C_TEST","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","60"
"RUN_APP_LinNetworkProgrammer_c","Advanced Windows","Elevate","LinNetworkProgrammer.exe","EXE","22,5"
"RUN_APP_Sky.SimpleSolution_SC_C","Advanced Windows","Elevate","Sky.SimpleSolution_SC.exe","EXE","22,5"
"RUN_INS_AffinityPhoto_C","Advanced Windows","Elevate","affinity-photo*.exe","EXE","35"
"RUN_APP_rstudio_C","Advanced Windows","Elevate","rstudio.exe","EXE","22,5"
"RUN_APP_RevoUPort_N","Advanced Windows","Elevate","RevoUPort.exe","EXE","45"
"RUN_APP_C++Builder XE5_C","Advanced Windows","Elevate","bds.exe","EXE","22,5"
"RUN_APP_C:\Program Files\Siemens\.Bat","Advanced Windows","Elevate","bat","Script","15"
"RUN_APP_C:\Program Files\Siemens\.Bat","Advanced Windows","Elevate","bat","Script","15"
"RUN_APP_HMIRUN DVSTUDIO_C","Advanced Windows","Elevate","hmirun.exe","EXE","60"
"RUN_APP_HMIRUN DVSTUDIO_C","Advanced Windows","Elevate","dvstudio.exe","EXE","60"
"RUN_INS_\\ussbfilesrv01\plant\Software\","Advanced Windows","Elevate",".exe","EXE","22,5"
"RUN_INS_\\ussbfilesrv01\plant\Software\","Advanced Windows","Elevate",".msi","EXE","30"
"testBLOCK_APPS_WinRAR","Advanced Windows","Block","win.rar","EXE","15"
"testBLOCK_APPS_WinRAR","Advanced Windows","Block","winrar","EXE","15"
"RAS_APPS_EPLAN_N","Advanced Windows","Elevate if necessary","Configurator.exe","EXE","105"
"RAS_APPS_EPLAN_N","Advanced Windows","Elevate if necessary","ElmConfig.exe","EXE","105"
"RAS_APPS_EPLAN_N","Advanced Windows","Elevate if necessary","Elm.exe","EXE","105"
"RUN_APP_Pixview_C","Advanced Windows","Elevate","Pixview.exe","EXE","15"
"RUN_APP_Sherlock_N","Advanced Windows","Elevate","SherlockClient.exe","EXE","22,5"
"RUN_INS_demu-file01\techdata\Apprenticeship","Advanced Windows","Elevate","3d678c52-afdb-49ef-8fb6-7d89fed7849f","MSI","15"
"RUN_INS_demu-file01\techdata\Apprenticeship","Advanced Windows","Elevate","aeb86d0a-647a-4c95-9d92-a6d7b75e2f48","MSU","15"
"RUN_INS_demu-file01\techdata\Apprenticeship","Advanced Windows","Elevate","be109350-a1be-4726-9591-6bbfa3aca383","EXE","7,5"
"RUN_INS_EPM SSC RSBG","Advanced Windows","Elevate","0fb04aef-8668-4299-a07e-77722dac2af5","MSI","15"
"RUN_INS_EPM SSC RSBG","Advanced Windows","Elevate","59e390ab-d0a2-4382-ae3a-3ed71422af48","EXE","7,5"
"RUN_APP_synergy_N","Advanced Windows","Elevate","synergy.exe","EXE","85"
"RUN_INS_AcousticLAB APPS","Advanced Windows","Elevate","fdc6ddaf-5f66-4509-b2ac-5d2743ae69ab","EXE","7,5"
"RUN_INS_AcousticLAB APPS","Advanced Windows","Elevate","29cacfd9-726f-4ad2-9e9a-bca7e97bd771","MSI","15"
"RUN_INS_AcousticLAB APPS","Advanced Windows","Elevate","9e87068e-06b4-40b9-b882-52d3d6a9913a","EXE","7,5"
"RUN_INS_AcousticLAB APPS","Advanced Windows","Elevate","e40814a8-27a8-4249-954f-ec7b9191202e","MSI","15"
"RUN_INS_KOEHLIB\SWInstall","Advanced Windows","Elevate","49fe84bf-3cb4-42dc-afb3-c23f29dd6792","EXE","7,5"
"RUN_INS_KOEHLIB\SWInstall","Advanced Windows","Elevate","9ace9412-32f9-487a-9851-0b6bae9d3024","MSI","15"
"RAS_APP_ZipExtractor","Advanced Windows","Elevate if necessary","zipextractor.exe","EXE","55"
"RUN_APP_Gvedgerecording_N","Advanced Windows","Elevate","gvedgerecording.exe","EXE","30"
"RUN_INS_\\itc.global.mahle\DEST-S\BU3_FEM\ANSA\7_Software_Versions","Advanced Windows","Elevate","2e9baf45-32ff-497b-bc38-6e30c8db87a8","EXE","7,5"
"RUN_INS_\\itc.global.mahle\DEST-S\BU3_FEM\ANSA\7_Software_Versions","Advanced Windows","Elevate","8fca4596-26b3-47e5-8e17-c922484106d9","MSI","15"
"RAS_INS_ib_install_C","Advanced Windows","Elevate","ib_install.exe","EXE","60"
"RUN_APP_SIAP_N","Advanced Windows","Elevate","siap.exe","EXE","75"
"RUN_INS_Systembetreuung_Fertigung\Software","Advanced Windows","Elevate","d0cf6a1b-2642-4cc0-8b8c-ecddbddb2dd3","EXE","7,5"
"RUN_INS_Systembetreuung_Fertigung\Software","Advanced Windows","Elevate","5ce234c9-8671-436c-936e-dbb89ea77380","MSU","15"
"RUN_INS_Systembetreuung_Fertigung\Software","Advanced Windows","Elevate","c335fada-9d00-48d3-b89a-a9020c23f181","MSI","15"
"RUN_APPS_ViPlex_Express_C","Advanced Windows","Elevate","viplex express.exe","EXE","42,5"
"RAS_APP_PCDLRN_C","Advanced Windows","Elevate if necessary","PCDLRN.exe","EXE","22,5"
"RUN_APP_MSSQLServer_c","Advanced Windows","Elevate","controlservice.exe","EXE","82,5"
"RUN_APP_MSSQLServer_c","Advanced Windows","Elevate","Ssms.exe","EXE","22,5"
"RUN_APP_MSSQLServer_c","Advanced Windows","Elevate","Ssms.exe","EXE","22,5"
"RUN_INS_zadbeng01\Electronics","Advanced Windows","Elevate","28df81e2-251d-4356-a1d2-04b0558fec34","EXE","7,5"
"RUN_INS_zadbeng01\Electronics","Advanced Windows","Elevate","39ee9ab9-631e-4286-a9bf-5a4e45af336b","MSI","15"
"RUN_INS_zadbeng01\Electronics","Advanced Windows","Elevate","bd175389-90e5-4598-bd9d-a4cbb06893c2","MSU","15"
"RUN_APP_Vector_LicenseClient_C","Advanced Windows","Elevate","Vector.LicenseClient.exe","EXE","22,5"
"RUN_APP_Vector_LicenseClient_C","Advanced Windows","Elevate","Vector License Client.exe","EXE","22,5"
"RAS_APP_VSCode_C","Advanced Windows","Elevate if necessary","code.exe","EXE","55"
"RUN_APP_PeakboardSetup_C","Advanced Windows","Elevate","PeakboardSetup.exe","EXE","22,5"
"RWB_http://bs.renaultkoream.com/","Advanced Windows","Elevate","M2Soft Co. Ltd.","ActiveX","30"
"RUN_APP_DartEditor_N","Advanced Windows","Elevate","DartEditor.exe","EXE","45"
"RUN_APP_InterBase Server Manager_C","Advanced Windows","Elevate","IBMgr.exe","EXE","7,5"
"RUN_APP_KEYENCE_N","Advanced Windows","Elevate","setup.exe","EXE","105"
"RUN_APP_KEYENCE_N","Advanced Windows","Elevate","CV-X Series Workspace-Software.exe","EXE","15"
"RUN_APP_KEYENCE_N","Advanced Windows","Elevate","cv-x series activation-software.exe","EXE","125"
"RUN_APP_Factory_Talk_View_N","Advanced Windows","Elevate","pbex.exe","COM","65"
"RUN_APP_Factory_Talk_View_N","Advanced Windows","Elevate","launcher.exe","EXE","27,5"
"RWB_SMTS_FA_Website_N","Advanced Windows","Elevate","9a4cf825-86fa-4025-b41d-7550a5cdf250","ActiveX","10"
"RUN_APP_SUT.Client.Upgrade_N","Advanced Windows","Elevate","SUT.Client.Upgrade.exe","EXE","45"
"RUN_APP_SUT.Client.Upgrade_N","Advanced Windows","Elevate","SUT.Client.Upgrade.exe","EXE","45"
"RUN_APP_SUT.Client.Upgrade_N","Advanced Windows","Elevate","SUT.Client.Upgrade.exe","EXE","45"
"RUN_APP_SUT.Client.Upgrade_N","Advanced Windows","Elevate","SUT.Client.Upgrade.exe","EXE","30"
"RUN_APP_CANoe_C","Advanced Windows","Elevate","CANoe64.exe","EXE","22,5"
"RUN_APP_CANoe_C","Advanced Windows","Elevate","canoe32.exe","EXE","22,5"
"RUN_INS_DEST-DFS23\Group\CRP\Software\Winpat Updates","Advanced Windows","Elevate","75e689cd-6d18-4aa0-8092-ab5cd12069cf","EXE","7,5"
"RUN_INS_DEST-DFS23\Group\CRP\Software\Winpat Updates","Advanced Windows","Elevate","d0979006-2dbd-464f-94a1-a840310fb03c","MSI","15"
"RUN_INS_\\dene-svmfile01.itc.global.mahle\misc01$\Systembetreuung_Fertigung\Software","Advanced Windows","Elevate","f306004e-8180-4feb-8daf-bb1fc46ac1d9","EXE","7,5"
"RUN_INS_\\dene-svmfile01.itc.global.mahle\misc01$\Systembetreuung_Fertigung\Software","Advanced Windows","Elevate","9ab6ab86-fabf-48d1-a272-5fe37fda5b0a","MSI","15"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\bu3 engineering","Advanced Windows","Elevate","28e18f6b-5203-4d85-9cc2-b9fc2129705e","EXE","7,5"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\bu3 engineering","Advanced Windows","Elevate","e319f8e0-135d-446f-bf0f-471fee050509","MSI","15"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\bu3 engineering","Advanced Windows","Elevate","d40656f9-5d0b-4e8f-b9c5-01a244151f99","MSI","15"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\bu3 engineering","Advanced Windows","Elevate","30fb3b41-d73d-4641-845e-371c5a8eaa71","EXE","7,5"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\bu3 engineering","Advanced Windows","Elevate","7ef14831-8b5b-4393-aa6d-fe5e249a0a89","EXE","7,5"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\bu3 engineering","Advanced Windows","Elevate","984edde0-c120-4b10-b89a-e10355b3a779","EXE","7,5"
"RAS_APP_ip-switch_N","Advanced Windows","Elevate if necessary","ip-switch.exe","EXE","55"
"RAS_APP_MxManagementCenter_N","Advanced Windows","Elevate if necessary","mxmanagementcenter.exe","EXE","105"
"Allow_MarShell_C","Advanced Windows","Allow","MarShell.exe","EXE","82,5"
"RUN_APP_Siemens WinCCruntime_c","Advanced Windows","Elevate","Siemens.Automation.Portal.exe","EXE","22,5"
"RUN_APP_Siemens WinCCruntime_c","Advanced Windows","Elevate","siemens.automation.portal.exe","EXE","62,5"
"RUN_APP_Siemens WinCCruntime_c","Advanced Windows","Elevate","siemens.automation.portal.exe","EXE","67,5"
"RUN_APP_Siemens WinCCruntime_c","Advanced Windows","Elevate","Siemens.Automation.Portal.exe","EXE","22,5"
"RUN_APP_Siemens WinCCruntime_c","Advanced Windows","Elevate","ConfigurationFrontend.exe","EXE","22,5"
