"PolicyName","Type","PolicyAction","ApplicationName","ApplicationType","TotalWeight"
"RAS_APP_cmd-DiskPart_N","Advanced Windows","Elevate if necessary","diskpart.exe","EXE","105"
"RUN_INS_\\itc.global.mahle\group\USAM\Departments\PCO.US.D11\Team\Bowman","Advanced Windows","Elevate","ec716949-26ac-4fe2-970f-98550e738389","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\USAM\Departments\PCO.US.D11\Team\Bowman","Advanced Windows","Elevate","0bdf85ac-e883-45a4-b951-722c4307e35f","MSI","15"
"RUN_INS_BU3 XM_India_C","Advanced Windows","Elevate","a8f3c9b7-d42a-43ea-9eac-e0d5fd2b566d","MSI","15"
"RUN_INS_BU3 XM_India_C","Advanced Windows","Elevate","c69f8e48-e665-4818-8f31-d6c3faa2a966","EXE","7,5"
"RUN_APP_GRRF_C","Advanced Windows","Elevate","GRRF.exe","EXE","15"
"RUN_APP_GRRF_C","Advanced Windows","Elevate","aef66e94-ad4e-4565-8092-52cce900b8c4","ActiveX","0"
"RUN_APP_GRRF_C","Advanced Windows","Elevate","GRRF.EXE","EXE","47,5"
"RUN_APP_GRRF_C","Advanced Windows","Elevate","grrf.exe","EXE","27,5"
"BLOCK_APPS_AnyDesk","Advanced Windows","Block","philandro Software GmbH","EXE","30"
"RUN_APP_Scale2_C","Advanced Windows","Elevate","Scale.exe","EXE","22,5"
"RUN_APP_Nisec_N","Advanced Windows","Elevate","nisec_tool.exe","EXE","135"
"RUN_APP_Nisec_N","Advanced Windows","Elevate","nisec_tool.exe","EXE","135"
"BLOCK_APPS_All_CMD_TeerthTest","Advanced Windows","Block","d2d89995-25a9-4833-bda8-07bb188a9c05","EXE","35"
"BLOCK_APPS_All_CMD_TeerthTest","Advanced Windows","Block","c4bba85c-c83f-4ef8-a267-9a234aeb5a46","EXE","35"
"BLOCK_APPS_All_CMD_TeerthTest","Advanced Windows","Block","8b72c7b9-e013-4a6f-bcb9-31e4ca19faa1","EXE","55"
"BLOCK_APPS_All_CMD_TeerthTest","Advanced Windows","Block","Cmd.Exe","EXE","55"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","MathWorks_Privileged_Operation.exe","EXE","75"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","matlab.exe","EXE","15"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","activate_matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","deactivate_matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","activate_matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","deactivate_matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","activate_matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","deactivate_matlab.exe","EXE","22,5"
"RUN_APP_Matlab_FullAdmin_C","Advanced Windows","Elevate","matlab.exe","EXE","37,5"
"RUN_APP_winsadms_C","Advanced Windows","Elevate","setup_winsadms.exe","EXE","75"
"RUN_PDFsFrom%userprofile%\Downloads","Advanced Windows","Allow","*.pdf","Script","30"
"RUN_INS_\\itc.global.mahle\group\Motorsport\Cyberark_EPM","Advanced Windows","Elevate","5b2a3562-4d7c-4b7e-830a-58d23b8fd9cf","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\Motorsport\Cyberark_EPM","Advanced Windows","Elevate","e8665c9d-6f1e-462f-b585-52691bf6b4b7","MSI","15"
"RUN_INS_esmp-svmfile01\group$\SW_Indus_MP","Advanced Windows","Elevate","0aceaec4-91a4-4dff-9c86-eee90327cf97","EXE","7,5"
"RUN_INS_esmp-svmfile01\group$\SW_Indus_MP","Advanced Windows","Elevate","e234f54f-2dac-40f9-8141-d1e47274c780","MSI","15"
"RUN_INS_esmp-svmfile01\group$\SW_Indus_MP","Advanced Windows","Elevate","51dad92c-9ec7-490e-b352-3b8d5d45e134","MSU","15"
"RAS_APP_EmissionsDiagnosticTool_N","Advanced Windows","Elevate if necessary","EmissionsDiagnosticTool.exe","EXE","165"
"RUN_APP_Simatic_Reinstall_Issue","Advanced Windows","Elevate","Simatic_Reinstall_issue.bat","Script","45"
"RUN_INS_ESVL-svmfile01.itc.global.mahle\group$\xedvf_sw","Advanced Windows","Elevate","2bc78d47-42eb-4189-9e8c-dc1aef338768","EXE","7,5"
"RUN_INS_ESVL-svmfile01.itc.global.mahle\group$\xedvf_sw","Advanced Windows","Elevate","620c067b-7ac7-410f-85b7-7a087cf73e0b","MSI","15"
"RUN_INS_ESVL-svmfile01.itc.global.mahle\group$\xedvf_sw","Advanced Windows","Elevate","d3cc448f-e289-4030-834f-a7660a77fe86","MSU","15"
"RUN_INS_itc.global.mahle\group\Aftermarket_Software","Advanced Windows","Elevate","3adf7926-7c33-40ce-848d-95ae0707f5aa","MSI","15"
"RUN_INS_itc.global.mahle\group\Aftermarket_Software","Advanced Windows","Elevate","252d5684-53ab-4e01-8e48-dc8a6f0c79e7","EXE","7,5"
"RUN_INS_ \\itc.global.mahle\nh-group\MPT Share\6. Software\6. Projects\Project Pro 2019","Advanced Windows","Elevate","1282e717-aa8e-46e1-8511-d0d727a60513","EXE","7,5"
"RUN_INS_ \\itc.global.mahle\nh-group\MPT Share\6. Software\6. Projects\Project Pro 2019","Advanced Windows","Elevate","3d062d5c-3999-4c55-a043-bb1d87b55478","MSI","15"
"RUN_APP_gfa_serverd_C","Advanced Windows","Elevate","gfa_serverd.exe","EXE","22,5"
"RUN_APP_HDCS Application_C","Advanced Windows","Elevate","HDCS.exe","EXE","15"
"RUN_APP_OPCExpert_N","Advanced Windows","Elevate","shepherd.exe","EXE","135"
"RUN_APP_OPCExpert_N","Advanced Windows","Elevate","OPC Expert.exe","EXE","15"
"RAS_APP_NX-SupplierPackage_N","Advanced Windows","Elevate if necessary","NX_Supplier_Package_NX2312_Build24.2.1.1.exe","EXE","135"
"RUN_APP_BobCAD_C","Advanced Windows","Elevate","bobcad21.exe","EXE","135"
"RUN_INS_group\FIE\FIEP\temp_Yalcin","Advanced Windows","Elevate","917eafb6-ad15-4145-b227-1af2728f6273","MSI","15"
"RUN_INS_group\FIE\FIEP\temp_Yalcin","Advanced Windows","Elevate","9e81a892-fafb-4b33-b697-3012dfb31f11","EXE","7,5"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","climaupdate.exe","EXE","55"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","atfsolution.exe","EXE","55"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","touchnet.exe","EXE","92,5"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","atxmanager.exe","EXE","45"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","acxmanager.exe","EXE","45"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","touchnet.exe","EXE","27,5"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","upandgo.exe","EXE","95"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","CLIMAsolution.exe","EXE","45"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","Up&GoEmission.exe","EXE","45"
"RUN_APPS_BrainBee_N","Advanced Windows","Elevate","Up&GoEmissionNet2.exe","EXE","75"
"RAS_APPS_VisiLogic_N","Advanced Windows","Elevate if necessary","visilogicversionswapper.exe","EXE","75"
"RAS_APPS_VisiLogic_N","Advanced Windows","Elevate if necessary","visilogic.exe","EXE","95"
"RUN_INS_WacomTabletDriver_N","Advanced Windows","Elevate","setup.exe","EXE","67,5"
"RUN_INS_WacomTabletDriver_N","Advanced Windows","Elevate","restartdriver.cmd","Script","45"
"RUN_INS_WacomTabletDriver_N","Advanced Windows","Elevate","setstumode.cmd","Script","45"
"RUN_INS_WacomTabletDriver_N","Advanced Windows","Elevate","setwacomuserparams.cmd","Script","45"
"RUN_INS_WacomTabletDriver_N","Advanced Windows","Elevate","setdtumode.cmd","Script","45"
"RUN_INS_WacomTabletDriver_N","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_APP_ActiveX_toyota","Advanced Windows","Elevate","dab3c30c-0f1c-40c5-916b-6fc3acbad8a4","ActiveX","0"
"test_qdas","Advanced Windows","Elevate if necessary","Client_*.exe","EXE","45"
"RUN_INS_OperationsSupport_C","Advanced Windows","Elevate","ac82577a-7a7b-4a3c-865f-661371d26b11","EXE","7,5"
"RUN_INS_OperationsSupport_C","Advanced Windows","Elevate","2e0d49c4-82d3-4978-9ac7-311bf66c6fde","MSI","15"
"RUN_INS_OperationsSupport_C","Advanced Windows","Elevate","80c91162-8180-4b30-8791-d2452199fab3","EXE","15"
"RUN_INS_OperationsSupport_C","Advanced Windows","Elevate","e9524ea6-715c-411e-9d9f-7e4d23b7ba10","MSI","15"
"RUN_APP_hiview_N","Advanced Windows","Elevate","hiview.exe","EXE","45"
"test_RAS_APPS_SI-PLM","Advanced Windows","Elevate if necessary","_install.bat","Script","135"
"RUN_APP_StartApp_N","Advanced Windows","Elevate","startapp.exe","EXE","45"
"RAS_APP_touchfinder_N","Advanced Windows","Elevate if necessary","TouchFinder.exe","EXE","135"
"RAS_APP_touchfinder_N","Advanced Windows","Elevate if necessary","touchfinder.exe","EXE","55"
"RAS_APP_AutomationLicenseManager_C","Advanced Windows","Elevate if necessary","almbatch64x.exe","EXE","62,5"
"RAS_APP_AutomationLicenseManager_C","Advanced Windows","Elevate if necessary","almgui64x.exe","EXE","62,5"
"RWB_http://gzxkqy.mofcom.gov.cn","Advanced Windows","Elevate","88dbcf84-91c5-4f4e-a1cd-66601f56dbe8","ActiveX","0"
"RUN_INS_\\itc.global.mahle\ATSM\EPCE\Software","Advanced Windows","Elevate","4872e83f-5834-42f7-a7d8-71cdc31a5c9e","MSI","15"
"RUN_INS_\\itc.global.mahle\ATSM\EPCE\Software","Advanced Windows","Elevate","887cdb54-fdb7-4c81-9a3c-7cba338608ce","EXE","7,5"
"RUN_APP_IARlicman+registrator_N","Advanced Windows","Elevate","licman.exe","EXE","105"
"RUN_APP_IARlicman+registrator_N","Advanced Windows","Elevate","registrator.exe","EXE","105"
"RUN_APPs_STMicroelectronics_N","Advanced Windows","Elevate","stvdebug.exe","EXE","105"
"RUN_APPs_STMicroelectronics_N","Advanced Windows","Elevate","stvp.exe","EXE","105"
"RUN_APPs_STMicroelectronics_N","Advanced Windows","Elevate","javaw.exe","EXE","165"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","Labels Printer.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","serviceinstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","AllenBradleyOPC.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceManager.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","AllenBradleyOPC.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceManager.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstallerDAVID.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","Labels Printer.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstaller.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","Labels Printer.exe","EXE","22,5"
"RAS_APP_MXCJ-Shopfloor-Bundle_C","Advanced Windows","Elevate if necessary","ServiceInstallerDAVID.exe","EXE","22,5"
"RUN_APP_SSLVPN_C","Advanced Windows","Elevate","VPNCtrl.exe","EXE","22,5"
"RUN_APP_SSLVPN_C","Advanced Windows","Elevate","vnl.exe","EXE","22,5"
"RUN_INS_group\Network\Tools","Advanced Windows","Elevate","69a5e0fb-b1f2-40eb-822f-7c710f0f2f1f","MSI","15"
"RUN_INS_group\Network\Tools","Advanced Windows","Elevate","82ea6861-ec78-49e8-828f-46d16e81132f","EXE","7,5"
"RUN_INS_group\Network\Tools","Advanced Windows","Elevate","98b5df11-821f-4220-8dc1-d1a71749b719","MSU","15"
"RUN_APP_LMS_c","Advanced Windows","Elevate","LmsHq_ProductVC_LmsSpectralAcquisition_v1.exe","EXE","22,5"
"RUN_APP_ServiceManager_C","Advanced Windows","Elevate","servicemanager.exe","EXE","42,5"
"RUN_APP_SQLAnywhereDBClient_N","Advanced Windows","Elevate","dbdsn.exe","EXE","135"
"RUN_APP_SQLAnywhereDBClient_N","Advanced Windows","Elevate","dblog.exe","EXE","135"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\Operations Support\Equip Ctrl File Storage System\Software Plantwide","Advanced Windows","Elevate","7e21755d-0f43-42eb-93da-4b4539e474bd","EXE","7,5"
"RUN_INS_\\usmbfilesrv1.itc.global.mahle\Operations Support\Equip Ctrl File Storage System\Software Plantwide","Advanced Windows","Elevate","a93f03bc-6a22-4404-aa37-dab6c40d4dcf","MSI","15"
"RUN_APP_DigiVision_N","Advanced Windows","Elevate","digivision.exe","EXE","85"
"RUN_INS_group\Group-IT-Security\Install","Advanced Windows","Elevate","3f965525-7a80-42ec-9d9e-7cbea2e02260","MSI","15"
"RUN_INS_group\Group-IT-Security\Install","Advanced Windows","Elevate","bef9614e-c30e-42e0-8896-ac6fbabcb817","EXE","7,5"
"RUN_INS_group\Group-IT-Security\Install","Advanced Windows","Elevate","bebd3464-1c93-4e15-8266-d2421c346ac4","MSU","15"
"RUN_APP_Service_Installer_C","Advanced Windows","Elevate","serviceinstaller.exe","EXE","52,5"
"RAS_APP_ACXManager_N","Advanced Windows","Elevate if necessary","acxmanager.exe","EXE","45"
"RAS_APP_Perfmon_N","Advanced Windows","Elevate if necessary","perfmon.exe","EXE","165"
"RUN_APP_Labview","Advanced Windows","Elevate","LabVIEW.exe","EXE","105"
"RUN_APP_Labview","Advanced Windows","Elevate","LabVIEW.exe","EXE","105"
"RUN_APP_Labview","Advanced Windows","Elevate","LabVIEW.exe","EXE","105"
"RUN_APP_Labview","Advanced Windows","Elevate","83262370-71e6-41f3-9024-9a74ad5499b8","EXE","7,5"
"RUN_APP_Labview","Advanced Windows","Elevate","a4bd87ce-380c-44bc-a362-777efb8c84c7","EXE","7,5"
"RUN_APP_Labview","Advanced Windows","Elevate","14cc97fd-905f-405c-b939-da87d47da02f","EXE","7,5"
"RUN_APP_Labview","Advanced Windows","Elevate","7e8ce019-9b31-4c00-906a-72cbeb6da1e1","EXE","7,5"
"RUN_APP_Labview","Advanced Windows","Elevate","3fab3790-7f37-4200-96d8-5a56d057f767","EXE","7,5"
"RUN_APP_Labview","Advanced Windows","Elevate","NIPackageManager.exe","EXE","15"
"RUN_APP_Labview","Advanced Windows","Elevate","NIPackageManager.exe","EXE","15"
"RUN_APP_MAPLE_N","Advanced Windows","Elevate","maple7.exe","EXE","27,5"
"RUN_APP_RockwellDisplayClient_N","Advanced Windows","Elevate","DisplayClient.exe","EXE","125"
"RAS_APP_Fanuc_N","Advanced Windows","Elevate if necessary","frlicensemanager.exe","EXE","75"
"RAS_APP_Fanuc_N","Advanced Windows","Elevate if necessary","frlicenseserverui.exe","EXE","75"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vat.exe","EXE","55"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vatreportproject.exe","EXE","20"
"RUN_APP_VAT_N","Advanced Windows","Elevate","updatetestfaultdata.exe","EXE","55"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vat.exe","EXE","30"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vat.exe","EXE","30"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vat.exe","EXE","30"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vat.exe","EXE","30"
"RUN_APP_VAT_N","Advanced Windows","Elevate","vat.exe","EXE","60"
"RUN_APP_ODBC-USCH_C","Advanced Windows","Elevate","odbcad32.exe","EXE","42,5"
"RUN_APP_ODBC-USCH_C","Advanced Windows","Elevate","odbcad32.exe","EXE","67,5"
"RUN_APP_DCS_m2s_C","Advanced Windows","Elevate","ServiceInstaller.exe","EXE","22,5"
"RUN_APP_DCS_m2s_C","Advanced Windows","Elevate","M2S_CO.exe","EXE","22,5"
"RUN_APP_Phython_N","Advanced Windows","Elevate","python.exe","EXE","70"
"RUN_APP_GM_PushLocalDbToServer_C","Advanced Windows","Elevate","GM_PushLocalDbToServer.exe","EXE","15"
"RUN_activeX_e-tax","Advanced Windows","Elevate","781eb279-d2a7-476a-bf82-776228254e7f","ActiveX","0"
"Teerth Test Policy","Advanced Windows","Elevate","3da2aa56-3d49-4da9-942d-281c0cb25bb9","Script","120"
"RAS_APP_CSW-2000_N","Advanced Windows","Elevate if necessary","csw-2000.exe","EXE","45"
"RAS_APP_JMStudio_N","Advanced Windows","Elevate if necessary","Launch.exe","EXE","37,5"
"RAS_APP_JMStudio_N","Advanced Windows","Elevate if necessary","jmstudio.exe","EXE","75"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfide500.exe","EXE","105"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfscm500.exe","EXE","105"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfcnc500.exe","EXE","105"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfclt500.exe","EXE","95"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfcfg500.exe","EXE","95"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfusr500.exe","EXE","95"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rftmd500.exe","EXE","105"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","rfadm500.exe","EXE","105"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","RFUSR500.exe","EXE","30"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","RFIDE500.exe","EXE","30"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","RFADM500.exe","EXE","30"
"RUN_APPS_RFgen5_N","Advanced Windows","Elevate","RFCNC500.exe","EXE","30"
"RUN_INS_\\frhb-file02\local$\Fichier_installation","Advanced Windows","Elevate","65d2e207-b2a5-4b8e-916a-428a714af150","EXE","7,5"
"RUN_INS_\\frhb-file02\local$\Fichier_installation","Advanced Windows","Elevate","c86aef0a-6661-4d5a-bd4e-e5309f68dded","MSI","15"
"RUN_APP_SIMPLUS_N","Advanced Windows","Elevate","SIMPlus.exe","EXE","30"
"RUN_APP_SERVICELOGIQ_ARCHIVER_UTILITY_C","Advanced Windows","Elevate if necessary","GM_PushLocalDbToServer.exe","EXE","37,5"
"RUN_INS_esvl-svmfile01\group$\CRA_Install","Advanced Windows","Elevate","9a0e87cf-47c2-4b17-b07a-fec5fc591d4e","MSI","15"
"RUN_INS_esvl-svmfile01\group$\CRA_Install","Advanced Windows","Elevate","07fc67ca-32e7-457f-90d8-3d3ba3b936f3","EXE","7,5"
"RUN_APP_ANSYS_C","Advanced Windows","Elevate","ClientSettings.exe","EXE","22,5"
"RUN_APP_ANSYS_C","Advanced Windows","Elevate","ClientSettings.exe","EXE","22,5"
"RUN_INS_\\ussbfilesrv01\plant\Software\ (1)","Advanced Windows","Elevate","34d04e0c-5137-4942-96d9-0c2bb319a997","EXE","15"
"RUN_INS_\\ussbfilesrv01\plant\Software\ (1)","Advanced Windows","Elevate","f3e19d79-8ab9-4859-b7e2-e0db8a8a0860","MSI","30"
"RUN_APP_xuanyeformobile_N","Advanced Windows","Elevate","xuanyeformobile.exe","EXE","45"
"RUN_APP_xuanyeformobile_N","Advanced Windows","Elevate","xuanyeformobile.exe","EXE","45"
"RUN_INS_ElectronicSW_C","Advanced Windows","Elevate","3216eeb7-f269-4d77-95b4-82a5e7e45af0","EXE","7,5"
"RUN_INS_ElectronicSW_C","Advanced Windows","Elevate","f4ffce4f-c380-4ac6-96c2-4fe6e7cafe8c","MSI","15"
"RUN_APP_SOLIDWORKS_C","Advanced Windows","Elevate","swspmanager.exe","EXE","26,25"
"RUN_APP_WRPLOT_N","Advanced Windows","Elevate","wrplot.exe","EXE","85"
"Temporary elevation - vcredist_x64.exe for ITC\M0077107 - 24 hours","Advanced Windows","Elevate","vcredist_x64.exe","EXE","120"
"RUN_APP_SMITHW.EXE_N","Advanced Windows","Elevate","smithw.exe","EXE","65"
"RAS_APP_Regedit_N","Advanced Windows","Elevate if necessary","regedit.exe","EXE","135"
"RAS_APP_SiemensAutomationPortal_N","Advanced Windows","Elevate if necessary","Siemens.Automation.Portal.exe","EXE","75"
"RAS_APP_SiemensAutomationPortal_N","Advanced Windows","Elevate if necessary","siemens.automation.portal.exe","EXE","105"
"RAS_APP_SiemensAutomationPortal_N","Advanced Windows","Elevate if necessary","Siemens.Automation.Portal.exe","EXE","75"
"RUN_APP_thinkplus_Meeting_Assistant_N","Advanced Windows","Elevate","thinkplus Meeting Assistant.exe","EXE","45"
"RUN_INS_G:\CRREL_Software","Advanced Windows","Elevate","faf0a75d-cad6-43be-98cc-6c1ccb2bdd20","EXE","7,5"
"RUN_INS_G:\CRREL_Software","Advanced Windows","Elevate","bdd95f63-93d5-405f-a3ea-cfb90867bae5","MSI","15"
"RUN_INS_\\mxchjrz-fp11\groupe01$\compressor\controls","Advanced Windows","Elevate","085c1321-d754-4e03-ba2b-ed3f77ea51e1","EXE","7,5"
"RUN_INS_\\mxchjrz-fp11\groupe01$\compressor\controls","Advanced Windows","Elevate","34b1aa7b-c2de-46f8-9713-4014d3b8c4ee","MSI","15"
"RUN_APP_Expertis_N","Advanced Windows","Elevate","expertisregister.exe","EXE","85"
"RUN_APP_Makro-Recorder_N","Advanced Windows","Elevate","makro.exe","EXE","95"
"RAS_APPS_TCenter_C","Advanced Windows","Elevate if necessary","speedup.bat","Script","22,5"
"RAS_APPS_TCenter_C","Advanced Windows","Elevate if necessary","tem.bat","Script","22,5"
"RAS_APPS_TCenter_C","Advanced Windows","Elevate if necessary","genregxml.bat","Script","22,5"
"RAS_APPS_TCenter_C","Advanced Windows","Elevate if necessary","_install_amd64.bat","Script","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","Ssms.exe","EXE","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","Personnel.exe","EXE","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","Controler.exe","EXE","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","Lift.exe","EXE","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","SysOpt.exe","EXE","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","npadmer.exe","EXE","22,5"
"RUN_APP_GSapps_N","Advanced Windows","Elevate","Patrol.exe","EXE","22,5"
"RUN_APP_ScanSmart_N","Advanced Windows","Elevate","ScanSmart.exe","EXE","45"
"RAS_APP_Supervisione_N","Advanced Windows","Elevate if necessary","MAHLE.EXE","EXE","45"
"RUN_APP_SuwellReader_C","Advanced Windows","Elevate","SuwellReader.exe","EXE","22,5"
"RUN_INS_BLE-Werke\EPM_Installationfolder","Advanced Windows","Elevate","c7e60474-cba9-4a7c-8d43-8073e3f6e284","EXE","7,5"
"RUN_INS_BLE-Werke\EPM_Installationfolder","Advanced Windows","Elevate","16bc65c3-a912-4833-a3d9-0afc4386d7c4","MSI","15"
"RUN_APP_VCI_C (1)","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","30"
"RUN_INS_EAM_GROTH_N","Advanced Windows","Elevate","6ed8339e-7320-436d-a321-b9f651846970","EXE","7,5"
"RUN_INS_EAM_GROTH_N","Advanced Windows","Elevate","draw.io-16.4.0-windows-installer.exe","EXE","120"
"RUN_INS_EAM_GROTH_N","Advanced Windows","Elevate","53c13e91-860b-4ef6-871e-f4199af6870f","MSI","15"
"RUN_INS_EAM_GROTH_N","Advanced Windows","Elevate","28bd38e8-ee4e-4f0d-85de-b05b22ab2cf4","EXE","7,5"
"RUN_INS_EAM_GROTH_N","Advanced Windows","Elevate","143601fd-22c9-4c39-8069-a7869f380d7a","EXE","7,5"
"RUN_INS_EAM_GROTH_N","Advanced Windows","Elevate","11e3b55f-9cba-4060-a86f-1d81aa6c1b73","MSI","15"
"RUN_APP_HIK-Code_C","Advanced Windows","Elevate","hik-code.exe","EXE","57,5"
"RUN_APP_Disk Cleanup_C","Advanced Windows","Elevate","cleanmgr.exe","EXE","57,5"
"RUN_APP_notepad_N","Advanced Windows","Elevate","notepad.exe","EXE","135"
"RUN_APP_AdminLogiqCient_C","Advanced Windows","Elevate","AdminLogiqClient.exe","EXE","15"
"RUN_Signature_CAD_ Products_EndUsers","Advanced Windows","Elevate","The MathWorks, Inc.","EXE","15"
"RUN_Signature_CAD_ Products_EndUsers","Advanced Windows","Elevate","The MathWorks, Inc.","MSI","30"
"RUN_APP_X32.exe_C","Advanced Windows","Elevate","Hldrv32.exe","EXE","135"
"RUN_APP_X32.exe_C","Advanced Windows","Elevate","X32.exe","EXE","75"
"RAS_APP_ZKAccess_N","Advanced Windows","Elevate if necessary","Access.exe","EXE","30"
"RUN_INS_\\itc.global.mahle\group\PME_General\40_Teams\PME.DE.E3V\Team\Geratsch_Dominik\Install","Advanced Windows","Elevate","a2055efa-1765-4448-a46a-5178b3a28d2c","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\PME_General\40_Teams\PME.DE.E3V\Team\Geratsch_Dominik\Install","Advanced Windows","Elevate","001cf4e6-3458-4949-9e2a-a103d46ae6c0","MSI","15"
"RUN_APP_BherDispatchValidator_N","Advanced Windows","Elevate","bherdispatchvalidator.exe","EXE","85"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","vds1000techprobaseinstall.exe","EXE","30"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","fordtechprobaseinstall.exe","EXE","30"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","autodiagnosprobaseinstall.exe","EXE","30"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","FORDEOLTechPROBaseInstall.exe","EXE","7,5"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","fx8launcher.exe","EXE","47,5"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","fx8launcher.exe","EXE","62,5"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","FX8FBlauncher.exe","EXE","45"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","FX8FBlauncher.exe","EXE","50"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","fx8launcher.exe","EXE","30"
